transaction_id,customer_id,transaction_date,transaction_time,amount,merchant_category,location,payment_method,is_fraud,fraud_reason
TXN0004881,CUST01108,2023-03-23,19:16:58,2191.93,Online Shopping,Unknown,Wallet,No,None
TXN0004882,CUST00067,2023-07-26,16:50:23,3458.87,Entertainment,Ahmedabad,Debit Card,No,None
TXN0004883,CUST01030,2023-09-28,23:16:18,239.16,Entertainment,Unknown,Net Banking,No,None
TXN0004884,CUST00712,2023-03-08,00:38:23,1176.66,Travel,Unknown,Wallet,No,None
TXN0004885,CUST00807,2023-09-19,08:41:01,1420.76,Food & Beverage,Bangalore,Credit Card,No,None
TXN0004886,CUST00358,2023-06-01,11:38:03,376.53,Retail,Ahmedabad,UPI,No,None
TXN0004887,CUST00937,2023-04-10,07:13:39,263.45,Travel,Delhi,UPI,No,None
TXN0004888,CUST00247,2023-06-06,11:39:23,4589.03,Travel,Hyderabad,UPI,No,None
TXN0004889,CUST01062,2023-01-13,12:44:44,873.93,Food & Beverage,Kolkata,Credit Card,No,None
TXN0004890,CUST00943,2023-09-14,14:09:22,1426.76,Online Shopping,Mumbai,Wallet,No,None
TXN0004891,CUST00647,2023-11-27,23:56:03,248.02,Online Shopping,Pune,Net Banking,No,None
TXN0004892,CUST00018,2023-08-10,21:01:32,153.99,Food & Beverage,Pune,Debit Card,No,None
TXN0004893,CUST00025,2023-01-31,12:41:04,335.85,Travel,International,UPI,No,None
TXN0004894,CUST00432,2023-09-03,04:55:33,573.17,Fuel,Ahmedabad,Credit Card,No,None
TXN0004895,CUST00778,2023-07-08,22:52:03,185.48,Electronics,International,Credit Card,No,None
TXN0004896,CUST01190,2023-08-06,23:56:06,657.33,Online Shopping,International,UPI,No,None
TXN0004897,CUST00207,2023-05-15,02:25:18,87.69,Food & Beverage,Hyderabad,Net Banking,No,None
TXN0004898,CUST00667,2023-02-02,06:28:24,173.46,Online Shopping,Bangalore,Debit Card,No,None
TXN0004899,CUST00741,2023-03-22,14:31:02,1487.86,Retail,International,Credit Card,No,None
TXN0004900,CUST00532,2023-10-18,11:58:00,1372.72,Entertainment,Hyderabad,Net Banking,No,None
TXN0004901,CUST00384,2023-07-25,16:09:10,415.61,Fuel,International,Credit Card,No,None
TXN0004902,CUST01124,2023-05-24,09:06:49,196.11,Fuel,Unknown,Debit Card,No,None
TXN0004903,CUST00539,2023-04-29,01:47:25,193.86,Entertainment,International,Net Banking,No,None
TXN0004904,CUST00486,2023-04-24,07:59:16,425.0,Food & Beverage,Kolkata,UPI,No,None
TXN0004905,CUST00552,2023-10-19,02:54:57,1441.48,Fuel,International,Credit Card,Yes,Off-Hours Transaction
TXN0004906,CUST00966,2023-05-03,11:09:50,2026.15,Electronics,Delhi,Credit Card,No,None
TXN0004907,CUST00703,2023-06-25,08:16:38,366.56,Healthcare,International,Net Banking,No,None
TXN0004908,CUST00750,2023-09-19,22:48:30,166.64,Online Shopping,Chennai,Credit Card,No,None
TXN0004909,CUST00377,2023-07-01,12:17:54,917.28,Travel,Pune,Debit Card,No,None
TXN0004910,CUST01022,2023-01-12,11:33:42,247.59,Healthcare,Unknown,Credit Card,No,None
TXN0004911,CUST00869,2023-03-02,13:05:52,357.13,Food & Beverage,Ahmedabad,UPI,No,None
TXN0004912,CUST00432,2023-08-31,16:08:32,3262.77,Food & Beverage,Kolkata,UPI,No,None
TXN0004913,CUST00859,2023-08-16,04:00:25,1794.6,Travel,Pune,UPI,No,None
TXN0004914,CUST00763,2023-03-06,18:04:34,803.98,Electronics,Mumbai,UPI,No,None
TXN0004915,CUST00748,2023-08-31,10:34:22,144.56,Retail,Unknown,Net Banking,No,None
TXN0004916,CUST00821,2023-05-17,13:23:43,857.2,Electronics,Mumbai,Debit Card,No,None
TXN0004917,CUST00573,2023-08-08,09:10:44,10186.62,Entertainment,Mumbai,UPI,Yes,Amount Spike
TXN0004918,CUST00924,2023-06-17,00:50:30,423.79,Healthcare,Ahmedabad,Credit Card,Yes,Off-Hours Transaction
TXN0004919,CUST00369,2023-06-11,03:18:35,3365.52,Food & Beverage,Pune,UPI,Yes,Off-Hours Transaction
TXN0004920,CUST01171,2023-10-25,01:45:32,3137.85,Food & Beverage,Ahmedabad,Credit Card,No,None
TXN0004921,CUST00269,2023-01-10,02:10:53,4897.5,Electronics,Unknown,Debit Card,No,None
TXN0004922,CUST01180,2023-10-19,19:26:51,959.38,Online Shopping,Chennai,UPI,No,None
TXN0004923,CUST00469,2023-04-21,06:01:29,1345.97,Food & Beverage,Unknown,Wallet,No,None
TXN0004924,CUST00205,2023-08-05,02:23:30,3630.13,Fuel,Unknown,UPI,No,None
TXN0004925,CUST00553,2023-10-16,23:04:02,1137.82,Entertainment,Unknown,Credit Card,No,None
TXN0004926,CUST00483,2023-07-10,14:11:08,364.5,Retail,Chennai,UPI,Yes,High Frequency
TXN0004927,CUST01138,2023-04-02,03:44:08,388.29,Retail,Chennai,UPI,No,None
TXN0004928,CUST00886,2023-05-26,17:54:12,5114.35,Travel,Hyderabad,Debit Card,Yes,Amount Spike
TXN0004929,CUST00781,2023-12-24,17:59:06,141.36,Food & Beverage,Ahmedabad,Net Banking,No,None
TXN0004930,CUST00402,2023-07-28,18:43:38,4462.96,Online Shopping,Chennai,Credit Card,Yes,Amount Spike
TXN0004931,CUST00299,2023-02-21,03:30:31,2479.61,Online Shopping,Chennai,UPI,No,None
TXN0004932,CUST00307,2023-05-27,23:12:44,50.0,Retail,Chennai,Net Banking,No,None
TXN0004933,CUST00969,2023-08-24,02:34:05,4193.87,Entertainment,Delhi,Debit Card,Yes,Off-Hours Transaction
TXN0004934,CUST00020,2023-11-26,23:28:53,2557.66,Entertainment,Mumbai,UPI,No,None
TXN0004935,CUST00362,2023-02-17,23:02:51,383.09,Travel,Ahmedabad,Debit Card,Yes,High Frequency
TXN0004936,CUST00864,2023-02-07,15:55:02,1276.74,Healthcare,Unknown,Wallet,Yes,Location Anomaly
TXN0004937,CUST01024,2023-06-03,16:39:16,667.66,Healthcare,Unknown,Wallet,No,None
TXN0004938,CUST00276,2023-03-26,18:45:13,2910.23,Electronics,Bangalore,Credit Card,No,None
TXN0004939,CUST01059,2023-03-24,01:30:24,2162.93,Electronics,Kolkata,Net Banking,No,None
TXN0004940,CUST01094,2023-02-12,23:10:19,123.95,Entertainment,Bangalore,Debit Card,No,None
TXN0004941,CUST00647,2023-08-10,15:43:44,1345.76,Food & Beverage,Kolkata,Wallet,No,None
TXN0004942,CUST00997,2023-04-23,08:55:40,519.7,Entertainment,Hyderabad,Wallet,No,None
TXN0004943,CUST00615,2023-03-11,08:52:54,734.65,Retail,Chennai,Credit Card,No,None
TXN0004944,CUST00514,2023-12-02,21:23:23,277.6,Online Shopping,Pune,UPI,Yes,High Frequency
TXN0004945,CUST01152,2023-03-03,19:04:57,5419.53,Retail,Chennai,UPI,No,None
TXN0004946,CUST01163,2023-10-25,19:47:22,2317.11,Entertainment,International,UPI,Yes,Location Anomaly
TXN0004947,CUST00098,2023-10-29,23:03:18,273.77,Electronics,Hyderabad,UPI,No,None
TXN0004948,CUST00816,2023-10-13,05:40:11,134.08,Travel,Unknown,Debit Card,No,None
TXN0004949,CUST00203,2023-06-05,18:40:36,418.72,Healthcare,Delhi,Debit Card,No,None
TXN0004950,CUST00335,2023-08-02,15:01:38,1120.36,Retail,Kolkata,UPI,No,None
TXN0004951,CUST00123,2023-06-08,15:38:48,887.36,Food & Beverage,Mumbai,Credit Card,No,None
TXN0004952,CUST00442,2023-05-17,17:06:26,2992.19,Food & Beverage,Chennai,Debit Card,No,None
TXN0004953,CUST00521,2023-10-19,18:26:44,1716.26,Electronics,Pune,Net Banking,No,None
TXN0004954,CUST00976,2023-03-26,13:36:04,2129.16,Food & Beverage,Hyderabad,Net Banking,No,None
TXN0004955,CUST00198,2023-06-12,09:43:12,984.59,Retail,Unknown,Debit Card,No,None
TXN0004956,CUST00922,2023-12-16,16:53:07,125.57,Electronics,International,Credit Card,No,None
TXN0004957,CUST00686,2023-08-21,17:24:04,525.93,Travel,Pune,UPI,No,None
TXN0004958,CUST00533,2023-04-19,07:20:50,2373.47,Online Shopping,Unknown,Debit Card,No,None
TXN0004959,CUST00740,2023-05-05,01:03:22,625.26,Fuel,International,Wallet,No,None
TXN0004960,CUST00738,2023-10-27,05:34:38,1216.47,Travel,Hyderabad,Credit Card,No,None
TXN0004961,CUST01148,2023-05-22,01:02:00,453.73,Entertainment,Unknown,Net Banking,Yes,High Frequency
TXN0004962,CUST01142,2023-09-02,18:35:41,193.3,Entertainment,Mumbai,Wallet,No,None
TXN0004963,CUST00528,2023-02-11,00:37:29,573.63,Food & Beverage,Ahmedabad,Net Banking,No,None
TXN0004964,CUST00705,2023-09-15,23:06:53,963.77,Electronics,Unknown,UPI,No,None
TXN0004965,CUST00041,2023-12-10,14:32:27,302.83,Healthcare,Unknown,Net Banking,No,None
TXN0004966,CUST00844,2023-09-24,17:50:56,501.27,Retail,Kolkata,UPI,No,None
TXN0004967,CUST00249,2023-09-03,00:18:48,215.43,Retail,Hyderabad,Debit Card,Yes,Off-Hours Transaction
TXN0004968,CUST00720,2023-10-23,20:03:13,2548.08,Entertainment,International,Net Banking,No,None
TXN0004969,CUST00408,2023-09-05,01:55:47,467.15,Food & Beverage,Hyderabad,UPI,No,None
TXN0004970,CUST01182,2023-05-04,09:52:42,3802.09,Food & Beverage,Ahmedabad,Credit Card,No,None
TXN0004971,CUST01180,2023-07-15,01:49:07,4165.11,Retail,International,Net Banking,No,None
TXN0004972,CUST01103,2023-07-28,00:24:21,603.5,Fuel,Pune,UPI,No,None
TXN0004973,CUST00358,2023-07-26,19:20:16,198.32,Entertainment,Ahmedabad,UPI,No,None
TXN0004974,CUST00583,2023-06-02,07:19:14,54.43,Retail,Hyderabad,Wallet,No,None
TXN0004975,CUST00728,2023-03-29,10:04:36,113.7,Travel,Kolkata,Debit Card,No,None
TXN0004976,CUST00666,2023-11-30,14:59:15,127.92,Fuel,International,Credit Card,No,None
TXN0004977,CUST01046,2023-06-06,21:14:08,50763.06,Electronics,Delhi,Debit Card,Yes,Amount Spike
TXN0004978,CUST00999,2023-07-12,04:10:47,764.32,Online Shopping,Kolkata,UPI,No,None
TXN0004979,CUST00916,2023-10-21,22:08:59,5645.39,Electronics,Ahmedabad,Wallet,Yes,Amount Spike
TXN0004980,CUST00161,2023-06-30,03:59:28,50.0,Healthcare,International,Credit Card,No,None
TXN0004981,CUST00781,2023-04-22,04:21:17,157.98,Food & Beverage,Chennai,UPI,No,None
TXN0004982,CUST00587,2023-11-17,20:10:05,1928.5,Entertainment,International,Credit Card,Yes,Location Anomaly
TXN0004983,CUST00950,2023-12-26,01:26:01,6954.07,Online Shopping,Chennai,Net Banking,Yes,Amount Spike
TXN0004984,CUST00297,2023-06-24,13:13:58,557.44,Electronics,Mumbai,Net Banking,No,None
TXN0004985,CUST00344,2023-03-02,23:02:45,1310.04,Healthcare,Unknown,Credit Card,Yes,Location Anomaly
TXN0004986,CUST00691,2023-12-25,19:28:13,4736.04,Healthcare,Pune,Debit Card,No,None
TXN0004987,CUST00864,2023-12-06,04:08:11,510.17,Travel,Mumbai,UPI,No,None
TXN0004988,CUST01171,2023-03-10,23:36:00,2926.08,Online Shopping,Ahmedabad,Credit Card,Yes,Amount Spike
TXN0004989,CUST00829,2023-06-05,08:46:36,838.08,Food & Beverage,Delhi,Debit Card,No,None
TXN0004990,CUST00147,2023-04-23,00:09:20,11737.35,Electronics,Ahmedabad,Net Banking,No,None
TXN0004991,CUST00163,2023-01-02,07:06:23,53.56,Entertainment,Ahmedabad,Credit Card,No,None
TXN0004992,CUST00332,2023-07-26,20:48:15,1510.0,Healthcare,Kolkata,Wallet,No,None
TXN0004993,CUST00704,2023-11-19,06:54:52,579.54,Electronics,Delhi,UPI,No,None
TXN0004994,CUST00468,2023-05-10,17:37:00,1313.07,Electronics,Pune,Debit Card,No,None
TXN0004995,CUST00643,2023-10-24,07:04:07,3705.7,Entertainment,Hyderabad,Credit Card,Yes,Amount Spike
TXN0004996,CUST00649,2023-06-30,04:59:37,627.19,Electronics,Mumbai,Debit Card,No,None
TXN0004997,CUST00597,2023-09-12,20:08:23,1561.95,Retail,Mumbai,Debit Card,No,None
TXN0004998,CUST00548,2023-03-08,21:40:44,27875.19,Retail,Ahmedabad,Credit Card,No,None
TXN0004999,CUST00810,2023-09-23,09:18:00,1753.98,Entertainment,International,UPI,No,None
TXN0005000,CUST00556,2023-12-19,08:28:14,240.4,Entertainment,International,UPI,No,None
TXN0005001,CUST00912,2023-02-08,04:26:15,400.01,Healthcare,Pune,UPI,No,None
TXN0005002,CUST00744,2023-05-29,21:06:46,3006.35,Food & Beverage,Kolkata,UPI,Yes,Amount Spike
TXN0005003,CUST01067,2023-08-14,07:27:46,77.11,Entertainment,Unknown,UPI,No,None
TXN0005004,CUST00923,2023-09-11,03:55:21,447.6,Fuel,Bangalore,Net Banking,Yes,Off-Hours Transaction
TXN0005005,CUST00848,2023-06-12,08:58:24,1602.62,Online Shopping,Bangalore,Net Banking,No,None
TXN0005006,CUST00343,2023-06-12,10:33:18,144.16,Electronics,Pune,Credit Card,No,None
TXN0005007,CUST00377,2023-06-09,08:12:55,2340.64,Food & Beverage,Pune,Net Banking,No,None
TXN0005008,CUST00048,2023-03-15,08:26:31,1194.32,Entertainment,International,Debit Card,Yes,High Frequency
TXN0005009,CUST00257,2023-09-05,03:50:06,275.59,Healthcare,Hyderabad,Debit Card,No,None
TXN0005010,CUST00481,2023-01-12,06:40:54,561.25,Healthcare,Chennai,Net Banking,Yes,High Frequency
TXN0005011,CUST00516,2023-08-29,08:20:31,4527.78,Electronics,International,Debit Card,Yes,Location Anomaly
TXN0005012,CUST00164,2023-03-29,01:37:35,1604.0,Online Shopping,Pune,Credit Card,No,None
TXN0005013,CUST00432,2023-02-23,19:35:06,6999.61,Travel,Pune,UPI,Yes,Amount Spike
TXN0005014,CUST00342,2023-08-25,18:52:20,500.09,Entertainment,Kolkata,Wallet,No,None
TXN0005015,CUST00814,2023-08-29,18:04:33,729.19,Entertainment,Unknown,Net Banking,No,None
TXN0005016,CUST00211,2023-07-15,11:40:00,5337.54,Food & Beverage,Unknown,Debit Card,Yes,Amount Spike
TXN0005017,CUST00196,2023-02-01,06:22:06,53.21,Food & Beverage,Unknown,Net Banking,No,None
TXN0005018,CUST00131,2023-08-21,20:22:49,7712.62,Healthcare,Hyderabad,Debit Card,No,None
TXN0005019,CUST00970,2023-08-10,14:14:05,801.42,Fuel,International,Debit Card,Yes,Location Anomaly
TXN0005020,CUST01124,2023-10-12,08:06:50,1072.53,Electronics,International,Wallet,No,None
TXN0005021,CUST00111,2023-06-08,18:03:41,620.49,Healthcare,Hyderabad,UPI,No,None
TXN0005022,CUST00054,2023-01-09,20:49:29,275.3,Retail,Mumbai,Credit Card,No,None
TXN0005023,CUST00814,2023-05-07,05:24:31,532.13,Travel,Bangalore,UPI,No,None
TXN0005024,CUST01074,2023-08-25,19:51:52,97.59,Electronics,Pune,Wallet,No,None
TXN0005025,CUST00171,2023-04-08,01:37:00,10224.11,Online Shopping,Delhi,Credit Card,No,None
TXN0005026,CUST00213,2023-03-06,15:30:32,151.2,Online Shopping,Bangalore,Net Banking,No,None
TXN0005027,CUST00538,2023-08-10,02:19:04,192.8,Travel,Kolkata,Wallet,No,None
TXN0005028,CUST00319,2023-08-31,22:02:13,392.17,Online Shopping,Hyderabad,Credit Card,No,None
TXN0005029,CUST00173,2023-07-03,01:29:10,3120.32,Retail,Pune,Debit Card,Yes,Off-Hours Transaction
TXN0005030,CUST00799,2023-09-23,18:43:33,676.82,Travel,Bangalore,Wallet,No,None
TXN0005031,CUST00634,2023-02-05,07:52:07,150.9,Healthcare,Ahmedabad,Credit Card,No,None
TXN0005032,CUST00470,2023-05-24,19:24:29,2996.52,Healthcare,Pune,Net Banking,No,None
TXN0005033,CUST00507,2023-01-09,19:45:40,1599.11,Healthcare,Hyderabad,UPI,No,None
TXN0005034,CUST00582,2023-10-16,12:56:21,1269.17,Retail,Hyderabad,Debit Card,No,None
TXN0005035,CUST00908,2023-08-22,12:55:08,1570.08,Entertainment,Delhi,Debit Card,No,None
TXN0005036,CUST00259,2023-12-10,02:55:59,11769.12,Electronics,Chennai,Credit Card,No,None
TXN0005037,CUST00269,2023-11-03,18:12:50,9155.53,Fuel,Unknown,Debit Card,No,None
TXN0005038,CUST01079,2023-09-12,00:48:12,291.76,Travel,Ahmedabad,UPI,No,None
TXN0005039,CUST00350,2023-06-01,04:54:21,4668.82,Food & Beverage,Bangalore,UPI,No,None
TXN0005040,CUST00059,2023-08-03,09:32:51,1053.42,Healthcare,Chennai,Wallet,No,None
TXN0005041,CUST00072,2023-07-18,13:59:30,1210.65,Fuel,International,Wallet,Yes,Location Anomaly
TXN0005042,CUST00731,2023-12-02,07:49:40,87.29,Fuel,Mumbai,UPI,No,None
TXN0005043,CUST00667,2023-03-16,23:11:04,542.15,Food & Beverage,Pune,Net Banking,No,None
TXN0005044,CUST00976,2023-11-27,05:27:15,250.79,Healthcare,Bangalore,Net Banking,No,None
TXN0005045,CUST00957,2023-12-21,15:42:14,1796.63,Food & Beverage,Bangalore,Net Banking,No,None
TXN0005046,CUST01108,2023-03-04,16:09:49,2404.98,Retail,Pune,Net Banking,No,None
TXN0005047,CUST00558,2023-06-27,18:42:55,55.18,Food & Beverage,Chennai,Debit Card,No,None
TXN0005048,CUST01124,2023-05-24,07:55:43,647.78,Online Shopping,Ahmedabad,UPI,No,None
TXN0005049,CUST00912,2023-10-08,19:24:31,2556.09,Entertainment,Ahmedabad,Credit Card,No,None
TXN0005050,CUST00277,2023-12-06,16:19:50,531.65,Electronics,Delhi,Net Banking,No,None
TXN0005051,CUST01105,2023-04-03,22:34:49,1595.39,Entertainment,Chennai,Credit Card,No,None
TXN0005052,CUST00363,2023-03-10,01:05:05,4221.89,Fuel,Kolkata,Credit Card,Yes,Amount Spike
TXN0005053,CUST00936,2023-07-03,08:55:58,1002.24,Healthcare,Unknown,UPI,No,None
TXN0005054,CUST01156,2023-12-30,22:47:10,2597.01,Fuel,Hyderabad,Credit Card,Yes,Amount Spike
TXN0005055,CUST00891,2023-10-04,19:42:28,154.49,Retail,Mumbai,Net Banking,No,None
TXN0005056,CUST01073,2023-12-24,19:56:13,1806.9,Entertainment,Unknown,Net Banking,Yes,Amount Spike
TXN0005057,CUST01094,2023-03-19,14:08:02,1558.1,Food & Beverage,Pune,UPI,No,None
TXN0005058,CUST00635,2023-05-06,08:00:27,680.86,Retail,Hyderabad,Credit Card,No,None
TXN0005059,CUST00712,2023-02-21,12:23:17,563.28,Electronics,Hyderabad,Net Banking,No,None
TXN0005060,CUST00987,2023-04-24,18:47:21,399.95,Retail,Hyderabad,Debit Card,No,None
TXN0005061,CUST01106,2023-01-26,04:05:57,461.17,Travel,Hyderabad,Wallet,No,None
TXN0005062,CUST00466,2023-12-14,08:50:16,2336.23,Online Shopping,Ahmedabad,Net Banking,No,None
TXN0005063,CUST00184,2023-01-12,23:54:48,444.84,Electronics,Mumbai,Credit Card,No,None
TXN0005064,CUST00905,2023-03-22,09:26:51,133.05,Retail,Bangalore,Wallet,No,None
TXN0005065,CUST00631,2023-08-13,07:38:35,1623.57,Fuel,Mumbai,UPI,No,None
TXN0005066,CUST00750,2023-06-29,02:30:19,3904.95,Travel,Mumbai,Wallet,Yes,Amount Spike
TXN0005067,CUST00845,2023-06-28,07:59:17,690.68,Online Shopping,Kolkata,UPI,No,None
TXN0005068,CUST00533,2023-04-06,04:00:11,4578.35,Healthcare,Delhi,Net Banking,No,None
TXN0005069,CUST00319,2023-09-23,12:16:35,648.93,Electronics,Ahmedabad,Net Banking,No,None
TXN0005070,CUST00622,2023-08-23,06:41:17,6607.68,Healthcare,Chennai,Credit Card,Yes,Amount Spike
TXN0005071,CUST00022,2023-06-22,07:08:50,161.63,Travel,Delhi,Debit Card,No,None
TXN0005072,CUST00001,2023-04-04,22:31:08,511.01,Food & Beverage,Pune,Debit Card,Yes,High Frequency
TXN0005073,CUST01072,2023-11-06,10:16:53,1382.2,Fuel,Kolkata,Net Banking,No,None
TXN0005074,CUST00280,2023-03-10,16:37:17,102.88,Fuel,Chennai,Wallet,No,None
TXN0005075,CUST00705,2023-06-29,04:37:03,846.42,Fuel,Chennai,Wallet,No,None
TXN0005076,CUST00588,2023-07-14,06:20:28,750.66,Online Shopping,Hyderabad,Wallet,No,None
TXN0005077,CUST00961,2023-09-07,02:05:16,698.93,Food & Beverage,Unknown,Wallet,No,None
TXN0005078,CUST01096,2023-02-13,04:03:39,2309.05,Electronics,Chennai,UPI,No,None
TXN0005079,CUST00018,2023-11-09,02:54:19,993.59,Entertainment,Ahmedabad,Debit Card,No,None
TXN0005080,CUST01008,2023-08-23,13:45:04,3919.37,Electronics,Kolkata,Net Banking,Yes,High Frequency
TXN0005081,CUST00978,2023-11-22,09:33:54,1292.61,Retail,Delhi,Wallet,Yes,Amount Spike
TXN0005082,CUST00614,2023-05-09,15:33:35,782.98,Healthcare,Bangalore,UPI,No,None
TXN0005083,CUST00019,2023-12-05,16:25:32,736.1,Retail,Delhi,Wallet,No,None
TXN0005084,CUST00882,2023-12-24,08:28:25,184.36,Healthcare,International,Debit Card,No,None
TXN0005085,CUST00600,2023-12-19,23:21:46,2095.51,Online Shopping,Unknown,UPI,No,None
TXN0005086,CUST00474,2023-03-03,20:28:19,10824.94,Healthcare,Pune,Debit Card,No,None
TXN0005087,CUST00015,2023-04-06,02:17:34,651.71,Fuel,Unknown,Net Banking,No,None
TXN0005088,CUST01123,2023-06-29,12:07:48,1219.29,Retail,Delhi,UPI,No,None
TXN0005089,CUST00766,2023-10-08,09:57:32,736.14,Travel,Bangalore,Credit Card,No,None
TXN0005090,CUST00387,2023-01-28,02:58:37,2831.6,Travel,Ahmedabad,Credit Card,Yes,Amount Spike
TXN0005091,CUST00844,2023-01-03,16:09:25,74.82,Fuel,Mumbai,UPI,No,None
TXN0005092,CUST01149,2023-10-18,17:32:15,285.17,Online Shopping,Kolkata,Debit Card,No,None
TXN0005093,CUST00896,2023-01-13,13:16:05,125.17,Fuel,Hyderabad,Net Banking,No,None
TXN0005094,CUST00809,2023-09-22,20:55:14,5140.59,Entertainment,Mumbai,Net Banking,No,None
TXN0005095,CUST00512,2023-09-20,20:54:28,8396.39,Entertainment,Ahmedabad,Credit Card,Yes,Amount Spike
TXN0005096,CUST00335,2023-06-07,19:25:32,439.17,Food & Beverage,Kolkata,Net Banking,No,None
TXN0005097,CUST00799,2023-12-03,17:36:36,1933.3,Electronics,Delhi,Credit Card,No,None
TXN0005098,CUST00775,2023-07-21,20:35:03,173.11,Entertainment,Bangalore,UPI,No,None
TXN0005099,CUST00452,2023-07-02,14:40:03,265.01,Online Shopping,Bangalore,Wallet,No,None
TXN0005100,CUST00539,2023-12-01,19:59:50,721.76,Travel,Bangalore,UPI,No,None
TXN0005101,CUST00163,2023-05-30,15:24:05,2285.92,Online Shopping,International,Net Banking,No,None
TXN0005102,CUST00865,2023-01-28,07:51:18,1214.42,Food & Beverage,Pune,Credit Card,No,None
TXN0005103,CUST00491,2023-11-01,02:29:14,896.04,Online Shopping,Mumbai,Wallet,No,None
TXN0005104,CUST01059,2023-06-11,23:33:24,730.51,Fuel,Hyderabad,Debit Card,No,None
TXN0005105,CUST00557,2023-04-11,23:38:53,1075.22,Electronics,Kolkata,UPI,No,None
TXN0005106,CUST00584,2023-12-10,01:29:03,847.24,Retail,Chennai,Wallet,No,None
TXN0005107,CUST01090,2023-10-06,01:23:07,193.26,Healthcare,Chennai,Net Banking,No,None
TXN0005108,CUST00551,2023-07-28,16:23:07,9514.49,Food & Beverage,Kolkata,Wallet,Yes,Amount Spike
TXN0005109,CUST00846,2023-02-16,23:38:01,183.38,Food & Beverage,International,Net Banking,No,None
TXN0005110,CUST00386,2023-10-05,23:41:29,733.11,Healthcare,Hyderabad,Debit Card,No,None
TXN0005111,CUST00141,2023-10-29,14:24:15,373.61,Fuel,Pune,Credit Card,No,None
TXN0005112,CUST00374,2023-08-24,17:26:05,14006.24,Retail,Mumbai,Debit Card,No,None
TXN0005113,CUST00280,2023-09-09,07:18:35,634.05,Electronics,Chennai,UPI,No,None
TXN0005114,CUST00594,2023-07-27,10:49:58,123.34,Fuel,Hyderabad,Debit Card,No,None
TXN0005115,CUST00227,2023-10-05,14:05:07,566.22,Electronics,Hyderabad,Net Banking,No,None
TXN0005116,CUST00933,2023-01-10,05:05:15,1240.45,Food & Beverage,Hyderabad,Net Banking,Yes,High Frequency
TXN0005117,CUST00928,2023-06-20,07:18:47,33992.9,Online Shopping,Hyderabad,Net Banking,Yes,Amount Spike
TXN0005118,CUST00558,2023-07-06,17:27:04,327.88,Electronics,Unknown,Wallet,No,None
TXN0005119,CUST01008,2023-11-18,11:13:29,99.59,Online Shopping,Hyderabad,Credit Card,No,None
TXN0005120,CUST00385,2023-10-09,23:06:23,1772.6,Online Shopping,Mumbai,Credit Card,No,None
TXN0005121,CUST00657,2023-01-24,05:14:54,126.89,Entertainment,Bangalore,Wallet,No,None
TXN0005122,CUST00040,2023-04-24,18:36:49,394.1,Electronics,Kolkata,UPI,No,None
TXN0005123,CUST00312,2023-11-12,05:14:30,488.26,Electronics,Pune,UPI,No,None
TXN0005124,CUST00102,2023-06-04,17:19:36,611.82,Electronics,Hyderabad,Debit Card,No,None
TXN0005125,CUST01096,2023-11-18,16:23:15,1520.81,Healthcare,Kolkata,Credit Card,No,None
TXN0005126,CUST00046,2023-11-16,08:32:18,292.84,Fuel,Mumbai,Debit Card,No,None
TXN0005127,CUST00381,2023-10-09,14:53:34,478.92,Online Shopping,Ahmedabad,Net Banking,No,None
TXN0005128,CUST00210,2023-10-26,13:22:36,653.85,Online Shopping,Ahmedabad,UPI,No,None
TXN0005129,CUST00578,2023-01-16,11:57:18,795.94,Retail,Ahmedabad,Credit Card,No,None
TXN0005130,CUST00552,2023-05-22,02:53:03,747.99,Fuel,International,UPI,No,None
TXN0005131,CUST00257,2023-06-05,02:57:07,1122.38,Food & Beverage,Unknown,Net Banking,No,None
TXN0005132,CUST00898,2023-10-06,07:25:32,1830.98,Electronics,Chennai,UPI,No,None
TXN0005133,CUST00017,2023-12-27,03:54:01,1065.46,Retail,Pune,Credit Card,No,None
TXN0005134,CUST00477,2023-07-18,16:04:55,13083.54,Retail,Pune,Net Banking,Yes,Amount Spike
TXN0005135,CUST00185,2023-09-02,09:12:16,99.62,Food & Beverage,Bangalore,Debit Card,No,None
TXN0005136,CUST00309,2023-09-10,06:59:19,706.46,Entertainment,Ahmedabad,UPI,No,None
TXN0005137,CUST00031,2023-06-20,21:31:27,1182.53,Electronics,Kolkata,Net Banking,No,None
TXN0005138,CUST01011,2023-06-16,10:44:04,1595.16,Healthcare,Pune,Debit Card,No,None
TXN0005139,CUST00445,2023-11-02,19:19:09,289.8,Retail,Unknown,Debit Card,No,None
TXN0005140,CUST00701,2023-02-18,04:17:37,301.62,Travel,Unknown,Debit Card,No,None
TXN0005141,CUST00861,2023-02-10,05:50:11,333.98,Travel,Mumbai,Debit Card,No,None
TXN0005142,CUST00639,2023-02-26,16:40:01,1266.1,Healthcare,Chennai,Net Banking,No,None
TXN0005143,CUST01021,2023-11-25,23:16:05,2299.98,Travel,Kolkata,UPI,No,None
TXN0005144,CUST00761,2023-04-12,22:40:08,407.91,Entertainment,Mumbai,Credit Card,Yes,High Frequency
TXN0005145,CUST00950,2023-10-22,08:31:00,1977.43,Fuel,Mumbai,Wallet,No,None
TXN0005146,CUST00065,2023-11-17,11:41:16,771.38,Travel,International,Credit Card,No,None
TXN0005147,CUST00677,2023-08-14,04:14:21,572.98,Retail,Bangalore,Credit Card,No,None
